ref,predict,id,code
0,0.0,HumanEval_140_fix_spaces,"

std::string fix_spaces(std::string text) {
    std::string result;
    bool consecutive = false;

    for (char c : text) {
        if (c == ' ') {
            if (consecutive) {
                result.push_back('-');
            } else {
                result.push_back('_');
            }
            consecutive = true;
        } else {
            result.push_back(c);
            consecutive = false;
        }
    }

    return result;
"
0,0.0,HumanEval_140_fix_spaces,"

std::string fix_spaces(std::string text) {
    std::string result = """";
    int count = 0;
    for (char c : text) {
        if (c == ' ') {
            count++;
            if (count == 1) {
                result += '_';
            } else if (count > 2) {
                result.pop_back();
                result += '-';
            }
        } else {
            if (count > 2) {
                result += '_';
            }
            result += c;
            count = 0;
        }
    }
    return result;
"
0,0.0,HumanEval_140_fix_spaces,"
std::string fix_spaces(std::string text) {
    std::string result;
    int count = 0;
    for (char c : text) {
        if (c == ' ') {
            count++;
            if (count == 1) {
                result += '_';
            }
            if (count > 2) {
                result.pop_back();
                result += '-';
            }
        } else {
            if (count > 2) {
                result += '_';
            }
            if (count > 0) {
                count = 0;
            }
            result += c;
        }
    }
    return result;
"
0,0.0,HumanEval_140_fix_spaces,"
std::string fix_spaces(std::string text) {
    std::string result;
    bool consecutive = false;
    for (char c : text) {
        if (c == ' ') {
            if (consecutive) {
                result.push_back('-');
            } else {
                result.push_back('_');
            }
            consecutive = true;
        } else {
            result.push_back(c);
            consecutive = false;
        }
    }
    return result;"
0,0.0,HumanEval_140_fix_spaces,"
    std::string result;
    int count = 0;

    for (char c : text) {
        if (c == ' ') {
            count++;
            if (count == 1) {
                result += '_';
            } else if (count > 2) {
                result.pop_back();
                result += '-';
            }
        } else {
            result += c;
            count = 0;
        }
    }

    return result;
"
0,0.0,HumanEval_140_fix_spaces,"
std::string fix_spaces(std::string text) {
    std::string result;
    bool consecutive = false;
    for (char c : text) {
        if (c == ' ') {
            if (consecutive) {
                result.push_back('-');
            } else {
                result.push_back('_');
            }
            consecutive = true;
        } else {
            result.push_back(c);
            consecutive = false;
        }
    }
    return result;"
0,0.0,HumanEval_140_fix_spaces,"

std::string fix_spaces(std::string text) {
    std::string result;
    int count = 0;
    for(char c : text) {
        if(c == ' ') {
            count++;
            if(count == 1) {
                result += '_';
            }
            else if(count > 2) {
                result.pop_back();
                result += '-';
            }
        }
        else {
            result += c;
            count = 0;
        }
    }
    return result;"
0,0.0,HumanEval_140_fix_spaces,"

std::string fix_spaces(std::string text) {
    std::string result;
    int count = 0;
    for(char c : text) {
        if(c == ' ') {
            count++;
            if(count == 1) {
                result += '_';
            }
            else if(count > 2) {
                result.pop_back();
                result += '-';
            }
        }
        else {
            result += c;
            count = 0;
        }
    }
    return result;
"
0,0.0,HumanEval_140_fix_spaces,"
    std::string result;
    int count = 0;
    for (char c : text) {
        if (c == ' ') {
            count++;
            if (count == 2) {
                result += '-';
                count = 1; // reset count, but don't increment it
            }
        } else {
            if (count > 2) {
                result += '_';
            }
            result += c;
            count = 0; // reset count
        }
    }
    return result;"
1,1.0,HumanEval_63_fibfib,"
long fibfib(long n) {
    if (n == 0) return 0;
    if (n == 1) return 0;
    if (n == 2) return 1;

    long fibfib_values[n+1];
    fibfib_values[0] = 0;
    fibfib_values[1] = 0;
    fibfib_values[2] = 1;

    for (long i = 3; i <= n; i++) {
        fibfib_values[i] = fibfib_values[i-1] + fibfib_values[i-2] + fibfib_values[i-3];
    }

    return fibfib_values[n];
"
1,1.0,HumanEval_63_fibfib,"

long fibfib(long n) {
    if (n == 0) {
        return 0;
    }
    if (n == 1) {
        return 0;
    }
    if (n == 2) {
        return 1;
    }

    long a = 0;
    long b = 0;
    long c = 1;
    long d;

    for (long i = 3; i <= n; i++) {
        d = a + b + c;
        a = b;
        b = c;
        c = d;
    }

    return d;"
1,1.0,HumanEval_63_fibfib,"

long fibfib(long n) {
    if(n == 0) return 0;
    if(n == 1) return 0;
    if(n == 2) return 1;

    long a = 0, b = 0, c = 1;
    for(long i = 3; i <= n; i++) {
        long temp = a + b + c;
        a = b;
        b = c;
        c = temp;
    }
    return c;"
1,1.0,HumanEval_63_fibfib,"
long fibfib(long n) {
    assert(n >= 0);
    if (n == 0 || n == 1)
        return 0;
    if (n == 2)
        return 1;

    std::vector<long> dp(n+1);
    dp[0] = 0;
    dp[1] = 0;
    dp[2] = 1;

    for (long i = 3; i <= n; i++) {
        dp[i] = dp[i-1] + dp[i-2] + dp[i-3];
    }

    return dp[n];"
1,1.0,HumanEval_63_fibfib,"

long fibfib(long n) {
    if(n == 0)
        return 0;
    if(n == 1)
        return 0;
    if(n == 2)
        return 1;

    long fibfib_values[n+1];
    fibfib_values[0] = 0;
    fibfib_values[1] = 0;
    fibfib_values[2] = 1;

    for(long i = 3; i <= n; i++) {
        fibfib_values[i] = fibfib_values[i-1] + fibfib_values[i-2] + fibfib_values[i-3];
    }

    return fibfib_values[n];"
1,1.0,HumanEval_63_fibfib,"
long fibfib(long n) {
    if(n == 0)
        return 0;
    if(n == 1)
        return 0;
    if(n == 2)
        return 1;

    long fibfibNMinus1 = 1;
    long fibfibNMinus2 = 0;
    long fibfibNMinus3 = 0;
    long fibfibN = 0;

    for(long i = 3; i <= n; i++) {
        fibfibN = fibfibNMinus1 + fibfibNMinus2 + fibfibNMinus3;
        fibfibNMinus3 = fibfibNMinus2;
        fibfibNMinus2 = fibfibNMinus1;
        fibfibNMinus1 = fibfibN;
    }

    return fibfibN;
"
1,1.0,HumanEval_63_fibfib,"
long fibfib(long n) {
    if (n == 0)
        return 0;
    else if (n == 1)
        return 0;
    else if (n == 2)
        return 1;
    else {
        long a = 0, b = 0, c = 1;
        long result = 0;
        for (long i = 3; i <= n; i++) {
            result = a + b + c;
            a = b;
            b = c;
            c = result;
        }
        return result;
    }
"
1,1.0,HumanEval_63_fibfib,"
long fibfib(long n) {
    if(n == 0)
        return 0;
    if(n == 1)
        return 0;
    if(n == 2)
        return 1;

    long a = 0, b = 0, c = 1;
    long res = 0;
    for(long i = 3; i <= n; i++) {
        res = a + b + c;
        a = b;
        b = c;
        c = res;
    }
    return res;
"
1,1.0,HumanEval_63_fibfib,"

long fibfib(long n) {
    assert(n >= 0);
    
    if (n == 0) {
        return 0;
    } else if (n == 1) {
        return 0;
    } else if (n == 2) {
        return 1;
    } else {
        long a = 0, b = 0, c = 1;
        for (long i = 3; i <= n; i++) {
            long temp = a + b + c;
            a = b;
            b = c;
            c = temp;
        }
        return c;
    }"
1,1.0,HumanEval_63_fibfib,"

long fibfib(long n) {
    assert(n >= 0);
    if (n == 0) {
        return 0;
    }
    if (n == 1) {
        return 0;
    }
    if (n == 2) {
        return 1;
    }
    std::vector<long> fibfib_sequence(n+1);
    fibfib_sequence[0] = 0;
    fibfib_sequence[1] = 0;
    fibfib_sequence[2] = 1;
    for (long i = 3; i <= n; i++) {
        fibfib_sequence[i] = fibfib_sequence[i-1] + fibfib_sequence[i-2] + fibfib_sequence[i-3];
    }
    return fibfib_sequence[n];"
0,1.0,HumanEval_151_double_the_difference,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

long double double_the_difference(std::vector<float> lst) {
    long long sum = 0;
    for(int i = 0; i < lst.size(); i++){
        if(lst[i] >= 0 && (long)lst[i] == lst[i]){
            sum += pow((long)lst[i], 2);
        }
    }
    return sum;"
0,0.0,HumanEval_151_double_the_difference,"

long double_the_difference(std::vector<float> lst) {
    long long sum = 0;
    for(auto num : lst){
        if(num >= 0 && floor(num) == num && num % 2 != 0){
            sum += pow(num, 2);
        }
    }
    return sum;"
1,0.0,HumanEval_151_double_the_difference,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

long double_the_difference(vector<float> lst) {
    long long sum = 0;
    for(float num : lst){
        if(num >= 0 && floor(num) == num){
            long long n = (long long)num;
            if(n % 2 != 0)
                sum += n*n;
        }
    }
    return sum;
"
0,0.0,HumanEval_151_double_the_difference,"
    long double sum = 0;
    for(auto num : lst) {
        if(num >= 0 && floor(num) == num && num % 2 != 0) {
            sum += num * num;
        }
    }
    return sum;"
0,0.0,HumanEval_151_double_the_difference,"
    long double sum = 0;
    for(int i = 0; i < lst.size(); i++) {
        if(lst[i] > 0 && floor(lst[i]) == lst[i] && (long)lst[i] % 2 != 0) {
            sum += lst[i]*lst[i];
        }
    }
    return sum;"
1,1.0,HumanEval_151_double_the_difference,"
long double_the_difference(std::vector<float> lst) {
    long long int sum_of_squares = 0;
    for(int i=0; i<lst.size(); i++) {
        // Check if the number is a positive integer
        if(lst[i] > 0 && lst[i] == (long)lst[i]) {
            // Check if the number is odd
            if((long)lst[i] % 2 == 1) {
                // Add the square of the number to the sum
                sum_of_squares += (long)lst[i] * (long)lst[i];
            }
        }
    }
    return sum_of_squares;"
1,1.0,HumanEval_151_double_the_difference,"

long double_the_difference(std::vector<float> lst) {
    long sum = 0;
    for(float num : lst){
        // Check if the number is an integer, positive, and odd
        if(num > 0 && floor(num) == num && fmod(num, 2) == 1){
            sum += num * num;
        }
    }
    return sum;"
1,1.0,HumanEval_151_double_the_difference,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

// Given a vector of numbers, return the sum of squares of the numbers
// in the vector that are odd. Ignore numbers that are negative or not integers.
long double_the_difference(vector<float> lst) {
    long long sum = 0;
    for(int i = 0; i < lst.size(); i++) {
        if(lst[i] >= 0 && floor(lst[i]) == lst[i] && lst[i] != (long)lst[i]/2*2) {
            sum += pow((long)lst[i], 2);
        }
    }
    return sum;
"
0,1.0,HumanEval_151_double_the_difference,"

long double_the_difference(std::vector<float> lst) {
    long long sum = 0;

    for(int i = 0; i < lst.size(); i++) {
        if(lst[i] > 0 && floor(lst[i]) == lst[i] && lst[i] % 2 != 0) {
            sum += (long long)pow(lst[i], 2);
        }
    }

    return sum;"
1,1.0,HumanEval_151_double_the_difference,"
long double_the_difference(std::vector<float> lst) {
    long long sum = 0;
    for (float num : lst) {
        if (num > 0 && floor(num) == num && (long)num % 2 != 0) {
            sum += (long)num * (long)num;
        }
    }
    return sum;"
0,1.0,HumanEval_22_filter_integers,"

std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;
    for (const auto& value : values) {
        if (std::any_cast<long>(&value) != nullptr) {
            result.push_back(std::any_cast<long>(value));
        }
    }
    return result;"
0,1.0,HumanEval_22_filter_integers,"
std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;
    for(auto& value : values) {
        if(std::any_cast<long>(&value) != nullptr) {
            result.push_back(std::any_cast<long>(value));
        }
    }
    return result;"
0,0.0,HumanEval_22_filter_integers,"
    std::vector<long> result;
    for (const auto& value : values) {
        if (std::any_cast<std::string>(&value) == nullptr) {
            if (std::any_cast<long>(&value) != nullptr) {
                result.push_back(std::any_cast<long>(value));
            }
        }
    }
    return result;
"
0,1.0,HumanEval_22_filter_integers,"

std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;

    for(auto value : values) {
        if(std::any_cast<long>(&value) != nullptr) {
            result.push_back(std::any_cast<long>(value));
        }
    }

    return result;
"
0,0.0,HumanEval_22_filter_integers,"

std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;
    for(auto& value : values) {
        if(std::any_cast<long>(&value)) {
            result.push_back(std::any_cast<long>(value));
        }
    }
    return result;
"
1,0.0,HumanEval_22_filter_integers,"
std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;
    for (auto &value : values) {
        if (std::any_cast<std::string>(&value) != nullptr) {
            try {
                long val = std::stol(std::any_cast<std::string>(value));
                result.push_back(val);
            } catch (const std::exception&) {
                // Ignore non-integer strings
            }
        } else if (std::any_cast<float>(&value) != nullptr) {
            if (std::floor(std::any_cast<float>(value)) == std::any_cast<float>(value)) {
                result.push_back(static_cast<long>(std::any_cast<float>(value)));
            }
        } else if (std::any_cast<double>(&value) != nullptr) {
            if (std::floor(std::any_cast<double>(value)) == std::any_cast<double>(value)) {
                result.push_back(static_cast<long>(std::any_cast<double>(value)));
            }
        } else if (std::any_cast<long>(&value) != nullptr) {
            result.push_back(std::any_cast<long>(value));
        } else if (std::any_cast<int>(&value) != nullptr) {
            result.push_back(static_cast<long>(std::any_cast<int>(value)));
        } else if (std::any_cast<short>(&value) != nullptr) {
            result.push_back(static_cast<long>(std::any_cast<short>(value)));
        } else if (std::any_cast<char>(&value) != nullptr) {
            result.push_back(static_cast<long>(std::any_cast<char>(value)));
        }
    }
    return result;
"
0,1.0,HumanEval_22_filter_integers,"
std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;
    for (const auto &value : values) {
        if (std::any_cast<long>(&value)) {
            result.push_back(std::any_cast<long>(value));
        }
    }
    return result;"
1,1.0,HumanEval_22_filter_integers,"
std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;
    for (const auto& value : values) {
        if (std::any_cast<std::string>(&value) != nullptr) {
            try {
                long long_value = std::stoll(std::any_cast<std::string>(value));
                result.push_back(long_value);
            } catch (const std::invalid_argument&) {
                // Ignore non-integer strings
            }
        } else if (std::any_cast<long>(&value) != nullptr) {
            result.push_back(std::any_cast<long>(value));
        } else if (std::any_cast<int>(&value) != nullptr) {
            result.push_back(std::any_cast<int>(value));
        } else if (std::any_cast<short>(&value) != nullptr) {
            result.push_back(std::any_cast<short>(value));
        } else if (std::any_cast<char>(&value) != nullptr) {
            result.push_back(std::any_cast<char>(value));
        }
    }
    return result;
"
0,1.0,HumanEval_22_filter_integers,"

std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;
    for(auto val : values) {
        if(std::any_cast<long>(&val) != nullptr) {
            result.push_back(std::any_cast<long>(val));
        }
    }
    return result;"
0,1.0,HumanEval_22_filter_integers,"
std::vector<long> filter_integers(std::vector<std::any> values) {
    std::vector<long> result;
    for (const auto& value : values) {
        try {
            result.push_back(std::any_cast<long>(value));
        } catch (const std::bad_any_cast& e) {
            // ignore values that cannot be cast to long
        }
    }
    return result;"
0,1.0,HumanEval_41_car_race_collision,"

long car_race_collision(long n) {
    return 0;
"
1,1.0,HumanEval_41_car_race_collision,"
long car_race_collision(long n) {
    return n * n;
"
0,0.0,HumanEval_41_car_race_collision,"
long car_race_collision(long n) {
    assert(n >= 0);  // ensure n is non-negative
    return n * (n - 1) / 2;  // calculate number of combinations"
1,1.0,HumanEval_41_car_race_collision,"
long car_race_collision(long n) {
    assert(n > 0);
    return n * n;
"
0,0.0,HumanEval_41_car_race_collision,"
return n * (n - 1) / 2;"
1,1.0,HumanEval_41_car_race_collision,"
long car_race_collision(long n) {
    // The number of collisions will be the product of the number of cars moving in
    // each direction, which is n.
    return n * n;
"
0,0.0,HumanEval_41_car_race_collision,"

long car_race_collision(long n) {
    return n * (n - 1) / 2;
"
0,1.0,HumanEval_41_car_race_collision,"
long car_race_collision(long n) {
    return n;"
0,0.0,HumanEval_41_car_race_collision,"
long car_race_collision(long n) {
    // generate the array of cars moving left to right and right to left
    std::vector<long> left_to_right(n), right_to_left(n);
    for (long i = 0; i < n; i++) {
        left_to_right[i] = i;
        right_to_left[i] = n - i - 1;
    }

    // merge the arrays and count the number of inversions
    std::vector<long> merged(2 * n);
    long inversions = 0;
    long i = 0, j = 0;
    while (i < n && j < n) {
        if (left_to_right[i] <= right_to_left[j]) {
            merged[i + j] = left_to_right[i];
            i++;
        } else {
            merged[i + j] = right_to_left[j];
            inversions += n - i;
            j++;
        }
    }
    while (i < n) {
        merged[i + j] = left_to_right[i];
        i++;
    }
    while (j < n) {
        merged[i + j] = right_to_left[j];
        j++;
    }

    return inversions;"
0,0.0,HumanEval_41_car_race_collision,"
long car_race_collision(long n) {
    return (n * (n - 1)) / 2;
"
0,1.0,HumanEval_17_parse_music,"

std::vector<long> parse_music(std::string music_string) {
    std::vector<long> beats;
    long count = 0;
    for (size_t i = 0; i < music_string.size(); i++) {
        switch (music_string[i]) {
            case 'o':
                count = 4;
                beats.push_back(count);
                break;
            case '|':
                count /= 2;
                break;
            case '.':
                count /= 4;
                break;
            default:
                break;
        }
    }
    return beats;
"
0,1.0,HumanEval_17_parse_music,"

std::vector<long> parse_music(std::string music_string) {
    std::vector<long> beats;
    long current_beat = 0;
    for(size_t i = 0; i < music_string.size(); ++i) {
        switch(music_string[i]) {
            case 'o':
                current_beat = 4;
                break;
            case 'o':
                if(music_string[i+1] == '|') {
                    current_beat = 2;
                    i++;
                }
                break;
            case '.':
                if(music_string[i+1] == '|') {
                    current_beat = 1;
                    i++;
                }
                break;
            default:
                continue;
        }
        beats.push_back(current_beat);
    }
    return beats;
"
